Concepto turístico,Continente,CCAA de destino,Periodo,Año,Total
Pernoctaciones,Europa,Galicia,2022M02,2022,707702
Pernoctaciones,Europa,Galicia,2022M01,2022,953767
Pernoctaciones,Europa,Galicia,2021M12,2021,880536
Pernoctaciones,Europa,Galicia,2021M11,2021,847028
Pernoctaciones,Europa,Galicia,2021M10,2021,1068834
Pernoctaciones,Europa,Galicia,2021M09,2021,1228020
Pernoctaciones,Europa,Galicia,2021M08,2021,1964035
Pernoctaciones,Europa,Galicia,2021M07,2021,1076590
Pernoctaciones,Europa,Galicia,2021M06,2021,784620
Pernoctaciones,Europa,Galicia,2021M05,2021,646113
Pernoctaciones,Europa,Galicia,2021M04,2021,596701
Pernoctaciones,Europa,Galicia,2021M03,2021,625969
Pernoctaciones,Europa,Galicia,2021M02,2021,486009
Pernoctaciones,Europa,Galicia,2021M01,2021,457734
Pernoctaciones,Europa,Galicia,2020M12,2020,1046324
Pernoctaciones,Europa,Galicia,2020M11,2020,908759
Pernoctaciones,Europa,Galicia,2020M10,2020,1225696
Pernoctaciones,Europa,Galicia,2020M09,2020,1204700
Pernoctaciones,Europa,Galicia,2020M08,2020,1990577
Pernoctaciones,Europa,Galicia,2020M07,2020,1228388
Pernoctaciones,Europa,Galicia,2020M06,2020,440321
Pernoctaciones,Europa,Galicia,2020M05,2020,632416
Pernoctaciones,Europa,Galicia,2020M04,2020,509383
Pernoctaciones,Europa,Galicia,2020M03,2020,1268886
Pernoctaciones,Europa,Galicia,2020M02,2020,904585
Pernoctaciones,Europa,Galicia,2020M01,2020,1227304
Pernoctaciones,Europa,Galicia,2019M12,2019,1214918
Pernoctaciones,Europa,Galicia,2019M11,2019,1121154
Pernoctaciones,Europa,Galicia,2019M10,2019,1322740
Pernoctaciones,Europa,Galicia,2019M09,2019,1526566
Pernoctaciones,Europa,Galicia,2019M08,2019,2959230
Pernoctaciones,Europa,Galicia,2019M07,2019,1063952
Pernoctaciones,Europa,"Madrid, Comunidad de",2022M09,2022,2228727
Pernoctaciones,Europa,"Madrid, Comunidad de",2022M08,2022,2227723
Pernoctaciones,Europa,"Madrid, Comunidad de",2022M07,2022,2372495
Pernoctaciones,Europa,"Madrid, Comunidad de",2022M06,2022,2677635
Pernoctaciones,Europa,"Madrid, Comunidad de",2022M05,2022,2942923
Pernoctaciones,Europa,"Madrid, Comunidad de",2022M04,2022,2676592
Pernoctaciones,Europa,"Madrid, Comunidad de",2022M03,2022,2252285
Pernoctaciones,Europa,"Madrid, Comunidad de",2022M02,2022,1797024
Pernoctaciones,Europa,"Madrid, Comunidad de",2022M01,2022,2116918
Pernoctaciones,Europa,"Madrid, Comunidad de",2021M12,2021,2307671
Pernoctaciones,Europa,"Madrid, Comunidad de",2021M11,2021,2188669
Pernoctaciones,Europa,"Madrid, Comunidad de",2021M10,2021,2351471
Pernoctaciones,Europa,"Madrid, Comunidad de",2021M09,2021,1861181
Pernoctaciones,Europa,"Madrid, Comunidad de",2021M08,2021,2133840
Pernoctaciones,Europa,"Madrid, Comunidad de",2021M07,2021,2120092
Pernoctaciones,Europa,"Madrid, Comunidad de",2021M06,2021,1822445
Pernoctaciones,Europa,"Madrid, Comunidad de",2021M05,2021,1544886
Pernoctaciones,Europa,"Madrid, Comunidad de",2021M04,2021,1429279
Pernoctaciones,Europa,"Madrid, Comunidad de",2021M03,2021,1546985
Pernoctaciones,Europa,"Madrid, Comunidad de",2021M02,2021,1124445
Pernoctaciones,Europa,"Madrid, Comunidad de",2021M01,2021,1071859
Pernoctaciones,Europa,"Madrid, Comunidad de",2020M12,2020,2376159
Pernoctaciones,Europa,"Madrid, Comunidad de",2020M11,2020,1865047
Pernoctaciones,Europa,"Madrid, Comunidad de",2020M10,2020,2312167
Pernoctaciones,Europa,"Madrid, Comunidad de",2020M09,2020,1779300
Pernoctaciones,Europa,"Madrid, Comunidad de",2020M08,2020,2311416
Pernoctaciones,Europa,"Madrid, Comunidad de",2020M07,2020,2116294
Pernoctaciones,Europa,"Madrid, Comunidad de",2020M06,2020,905625
Pernoctaciones,Europa,"Madrid, Comunidad de",2020M05,2020,1080466
Pernoctaciones,Europa,"Madrid, Comunidad de",2020M04,2020,1058998
Pernoctaciones,Europa,"Madrid, Comunidad de",2020M03,2020,3295391
Pernoctaciones,Europa,"Madrid, Comunidad de",2020M02,2020,2476901
Pernoctaciones,Europa,"Madrid, Comunidad de",2020M01,2020,3149707
Pernoctaciones,Europa,"Madrid, Comunidad de",2019M12,2019,3138444
Pernoctaciones,Europa,"Madrid, Comunidad de",2019M11,2019,3203232
Pernoctaciones,Europa,"Madrid, Comunidad de",2019M10,2019,3185139
Pernoctaciones,Europa,"Madrid, Comunidad de",2019M09,2019,2397332
Pernoctaciones,Europa,"Madrid, Comunidad de",2019M08,2019,3135395
Pernoctaciones,Europa,"Madrid, Comunidad de",2019M07,2019,2057636
Pernoctaciones,Europa,"Murcia, Región de",2022M09,2022,652120
Pernoctaciones,Europa,"Murcia, Región de",2022M08,2022,1079649
Pernoctaciones,Europa,"Murcia, Región de",2022M07,2022,840321
Pernoctaciones,Europa,"Murcia, Región de",2022M06,2022,735359
Pernoctaciones,Europa,"Murcia, Región de",2022M05,2022,829160
Pernoctaciones,Europa,"Murcia, Región de",2022M04,2022,706724
Pernoctaciones,Europa,"Murcia, Región de",2022M03,2022,693545
Pernoctaciones,Europa,"Murcia, Región de",2022M02,2022,527523
Pernoctaciones,Europa,"Murcia, Región de",2022M01,2022,606695
Pernoctaciones,Europa,"Murcia, Región de",2021M12,2021,543453
Pernoctaciones,Europa,"Murcia, Región de",2021M11,2021,616996
Pernoctaciones,Europa,"Murcia, Región de",2021M10,2021,714620
Pernoctaciones,Europa,"Murcia, Región de",2021M09,2021,629135
Pernoctaciones,Europa,"Murcia, Región de",2021M08,2021,904852
Pernoctaciones,Europa,"Murcia, Región de",2021M07,2021,609189
Pernoctaciones,Europa,"Murcia, Región de",2021M06,2021,422390
Pernoctaciones,Europa,"Murcia, Región de",2021M05,2021,366080
Pernoctaciones,Europa,"Murcia, Región de",2021M04,2021,331994
Pernoctaciones,Europa,"Murcia, Región de",2021M03,2021,357283
Pernoctaciones,Europa,"Murcia, Región de",2021M02,2021,303615
Pernoctaciones,Europa,"Murcia, Región de",2021M01,2021,279952
Pernoctaciones,Europa,"Murcia, Región de",2020M12,2020,601828
Pernoctaciones,Europa,"Murcia, Región de",2020M11,2020,525163
Pernoctaciones,Europa,"Murcia, Región de",2020M10,2020,720103
Pernoctaciones,Europa,"Murcia, Región de",2020M09,2020,614204
Pernoctaciones,Europa,"Murcia, Región de",2020M08,2020,1036164
Pernoctaciones,Europa,"Murcia, Región de",2020M07,2020,695148
Pernoctaciones,Europa,"Murcia, Región de",2020M06,2020,273014
Pernoctaciones,Europa,"Murcia, Región de",2020M05,2020,406884
Pernoctaciones,Europa,"Murcia, Región de",2020M04,2020,391109
Pernoctaciones,Europa,"Murcia, Región de",2020M03,2020,1008506
Pernoctaciones,Europa,"Murcia, Región de",2020M02,2020,700852
Pernoctaciones,Europa,"Murcia, Región de",2020M01,2020,845990
Pernoctaciones,Europa,"Murcia, Región de",2019M12,2019,777048
Pernoctaciones,Europa,"Murcia, Región de",2019M11,2019,847856
Pernoctaciones,Europa,"Murcia, Región de",2019M10,2019,929807
Pernoctaciones,Europa,"Murcia, Región de",2019M09,2019,896025
Pernoctaciones,Europa,"Murcia, Región de",2019M08,2019,1591106
Pernoctaciones,Europa,"Murcia, Región de",2019M07,2019,818234
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2022M09,2022,328703
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2022M08,2022,414212
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2022M07,2022,467801
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2022M06,2022,412713
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2022M05,2022,407406
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2022M04,2022,405406
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2022M03,2022,350822
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2022M02,2022,276395
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2022M01,2022,289609
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2021M12,2021,387301
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2021M11,2021,353236
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2021M10,2021,388024
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2021M09,2021,383920
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2021M08,2021,511490
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2021M07,2021,420422
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2021M06,2021,371451
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2021M05,2021,332399
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2021M04,2021,301508
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2021M03,2021,317272
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2021M02,2021,251463
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2021M01,2021,183906
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2020M12,2020,426995
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2020M11,2020,333757
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2020M10,2020,485245
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2020M09,2020,420265
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2020M08,2020,583015
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2020M07,2020,475916
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2020M06,2020,193511
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2020M05,2020,261962
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2020M04,2020,222930
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2020M03,2020,535412
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2020M02,2020,346061
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2020M01,2020,400083
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2019M12,2019,505460
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2019M11,2019,486582
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2019M10,2019,476590
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2019M09,2019,403564
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2019M08,2019,705550
Pernoctaciones,Europa,"Navarra, Comunidad Foral de",2019M07,2019,374901
Pernoctaciones,Europa,País Vasco,2022M09,2022,1058301
Pernoctaciones,Europa,País Vasco,2022M08,2022,1643619
Pernoctaciones,Europa,País Vasco,2022M07,2022,1621522
Pernoctaciones,Europa,País Vasco,2022M06,2022,1352110
Pernoctaciones,Europa,País Vasco,2022M05,2022,1319712
Pernoctaciones,Europa,País Vasco,2022M04,2022,1241978
Pernoctaciones,Europa,País Vasco,2022M03,2022,1014159
Pernoctaciones,Europa,País Vasco,2022M02,2022,784203
Pernoctaciones,Europa,País Vasco,2022M01,2022,797549
Pernoctaciones,Europa,País Vasco,2021M12,2021,1025822
Pernoctaciones,Europa,País Vasco,2021M11,2021,923832
Pernoctaciones,Europa,País Vasco,2021M10,2021,984362
Pernoctaciones,Europa,País Vasco,2021M09,2021,955582
Pernoctaciones,Europa,País Vasco,2021M08,2021,1431534
Pernoctaciones,Europa,País Vasco,2021M07,2021,1113771
Pernoctaciones,Europa,País Vasco,2021M06,2021,876009
Pernoctaciones,Europa,País Vasco,2021M05,2021,809730
Pernoctaciones,Europa,País Vasco,2021M04,2021,740415
Pernoctaciones,Europa,País Vasco,2021M03,2021,786336
Pernoctaciones,Europa,País Vasco,2021M02,2021,654915
Pernoctaciones,Europa,País Vasco,2021M01,2021,551673
Pernoctaciones,Europa,País Vasco,2020M12,2020,1454655
Pernoctaciones,Europa,País Vasco,2020M11,2020,1118622
Pernoctaciones,Europa,País Vasco,2020M10,2020,1418895
Pernoctaciones,Europa,País Vasco,2020M09,2020,1026058
Pernoctaciones,Europa,País Vasco,2020M08,2020,1645878
Pernoctaciones,Europa,País Vasco,2020M07,2020,1346639
Pernoctaciones,Europa,País Vasco,2020M06,2020,533161
Pernoctaciones,Europa,País Vasco,2020M05,2020,731686
Pernoctaciones,Europa,País Vasco,2020M04,2020,652372
Pernoctaciones,Europa,País Vasco,2020M03,2020,1750469
Pernoctaciones,Europa,País Vasco,2020M02,2020,1105711
Pernoctaciones,Europa,País Vasco,2020M01,2020,1185024
Pernoctaciones,Europa,País Vasco,2019M12,2019,1484377
Pernoctaciones,Europa,País Vasco,2019M11,2019,1345316
Pernoctaciones,Europa,País Vasco,2019M10,2019,1386768
Pernoctaciones,Europa,País Vasco,2019M09,2019,1223203
Pernoctaciones,Europa,País Vasco,2019M08,2019,2230028
Pernoctaciones,Europa,País Vasco,2019M07,2019,1143927
Pernoctaciones,Europa,"Rioja, La",2022M09,2022,85340
Pernoctaciones,Europa,"Rioja, La",2022M08,2022,120124
Pernoctaciones,Europa,"Rioja, La",2022M07,2022,96192
Pernoctaciones,Europa,"Rioja, La",2022M06,2022,97844
Pernoctaciones,Europa,"Rioja, La",2022M05,2022,96125
Pernoctaciones,Europa,"Rioja, La",2022M04,2022,91653
Pernoctaciones,Europa,"Rioja, La",2022M03,2022,82701
Pernoctaciones,Europa,"Rioja, La",2022M02,2022,61004
Pernoctaciones,Europa,"Rioja, La",2022M01,2022,83479
Pernoctaciones,Europa,"Rioja, La",2021M12,2021,79620
Pernoctaciones,Europa,"Rioja, La",2021M11,2021,74257
Pernoctaciones,Europa,"Rioja, La",2021M10,2021,87239
Pernoctaciones,Europa,"Rioja, La",2021M09,2021,85965
Pernoctaciones,Europa,"Rioja, La",2021M08,2021,110883
Pernoctaciones,Europa,"Rioja, La",2021M07,2021,84238
Pernoctaciones,Europa,"Rioja, La",2021M06,2021,76095
Pernoctaciones,Europa,"Rioja, La",2021M05,2021,60679
Pernoctaciones,Europa,"Rioja, La",2021M04,2021,57607
Pernoctaciones,Europa,"Rioja, La",2021M03,2021,57756
Pernoctaciones,Europa,"Rioja, La",2021M02,2021,44730
Pernoctaciones,Europa,"Rioja, La",2021M01,2021,42519
Pernoctaciones,Europa,"Rioja, La",2020M12,2020,100193
Pernoctaciones,Europa,"Rioja, La",2020M11,2020,93396
Pernoctaciones,Europa,"Rioja, La",2020M10,2020,114704
Pernoctaciones,Europa,"Rioja, La",2020M09,2020,97625
Pernoctaciones,Europa,"Rioja, La",2020M08,2020,141558
Pernoctaciones,Europa,"Rioja, La",2020M07,2020,109683
Pernoctaciones,Europa,"Rioja, La",2020M06,2020,46721
Pernoctaciones,Europa,"Rioja, La",2020M05,2020,59667
Pernoctaciones,Europa,"Rioja, La",2020M04,2020,52701
Pernoctaciones,Europa,"Rioja, La",2020M03,2020,123995
Pernoctaciones,Europa,"Rioja, La",2020M02,2020,93059
Pernoctaciones,Europa,"Rioja, La",2020M01,2020,113567
Pernoctaciones,Europa,"Rioja, La",2019M12,2019,110811
Pernoctaciones,Europa,"Rioja, La",2019M11,2019,100410
Pernoctaciones,Europa,"Rioja, La",2019M10,2019,119410
Pernoctaciones,Europa,"Rioja, La",2019M09,2019,102416
Pernoctaciones,Europa,"Rioja, La",2019M08,2019,171981
Pernoctaciones,Europa,"Rioja, La",2019M07,2019,70046
Pernoctaciones,Europa,Melilla,2022M09,2022,18106
Pernoctaciones,Europa,Melilla,2022M08,2022,45974
Pernoctaciones,Europa,Melilla,2022M07,2022,32169
Pernoctaciones,Europa,Melilla,2022M06,2022,13792
Pernoctaciones,Europa,Melilla,2022M05,2022,15633
Pernoctaciones,Europa,Melilla,2022M04,2022,11530
Pernoctaciones,Europa,Melilla,2022M03,2022,12682
Pernoctaciones,Europa,Melilla,2022M02,2022,10125
Pernoctaciones,Europa,Melilla,2022M01,2022,12964
Pernoctaciones,Europa,Melilla,2021M12,2021,10366
Pernoctaciones,Europa,Melilla,2021M11,2021,9702
Pernoctaciones,Europa,Melilla,2021M10,2021,9647
Pernoctaciones,Europa,Melilla,2021M09,2021,13291
Pernoctaciones,Europa,Melilla,2021M08,2021,22123
Pernoctaciones,Europa,Melilla,2021M07,2021,13421
Pernoctaciones,Europa,Melilla,2021M06,2021,7841
Pernoctaciones,Europa,Melilla,2021M05,2021,8916
Pernoctaciones,Europa,Melilla,2021M04,2021,7339
Pernoctaciones,Europa,Melilla,2021M03,2021,8252
Pernoctaciones,Europa,Melilla,2021M02,2021,6476
Pernoctaciones,Europa,Melilla,2021M01,2021,5627
Pernoctaciones,Europa,Melilla,2020M12,2020,11503
Pernoctaciones,Europa,Melilla,2020M11,2020,11689
Pernoctaciones,Europa,Melilla,2020M10,2020,19573
Pernoctaciones,Europa,Melilla,2020M09,2020,18780
Pernoctaciones,Europa,Melilla,2020M08,2020,26295
Pernoctaciones,Europa,Melilla,2020M07,2020,17368
Pernoctaciones,Europa,Melilla,2020M06,2020,7304
Pernoctaciones,Europa,Melilla,2020M05,2020,11215
Pernoctaciones,Europa,Melilla,2020M04,2020,9975
Pernoctaciones,Europa,Melilla,2020M03,2020,29279
Pernoctaciones,Europa,Melilla,2020M02,2020,20864
Pernoctaciones,Europa,Melilla,2020M01,2020,27057
Pernoctaciones,Europa,Melilla,2019M12,2019,23950
Pernoctaciones,Europa,Melilla,2019M11,2019,22521
Pernoctaciones,Europa,Melilla,2019M10,2019,23506
Pernoctaciones,Europa,Melilla,2019M09,2019,23563
Pernoctaciones,Europa,Melilla,2019M08,2019,65123
Pernoctaciones,Europa,Melilla,2019M07,2019,23774
Pernoctaciones,Europa,Ceuta,2022M09,2022,16531
Pernoctaciones,Europa,Ceuta,2022M08,2022,31662
Pernoctaciones,Europa,Ceuta,2022M07,2022,25167
Pernoctaciones,Europa,Ceuta,2022M06,2022,16947
Pernoctaciones,Europa,Ceuta,2022M05,2022,19894
Pernoctaciones,Europa,Ceuta,2022M04,2022,16191
Pernoctaciones,Europa,Ceuta,2022M03,2022,13216
Pernoctaciones,Europa,Ceuta,2022M02,2022,11339
Pernoctaciones,Europa,Ceuta,2022M01,2022,14723
Pernoctaciones,Europa,Ceuta,2021M12,2021,10049
Pernoctaciones,Europa,Ceuta,2021M11,2021,11002
Pernoctaciones,Europa,Ceuta,2021M10,2021,13266
Pernoctaciones,Europa,Ceuta,2021M09,2021,11771
Pernoctaciones,Europa,Ceuta,2021M08,2021,16898
Pernoctaciones,Europa,Ceuta,2021M07,2021,10226
Pernoctaciones,Europa,Ceuta,2021M06,2021,8575
Pernoctaciones,Europa,Ceuta,2021M05,2021,8422
Pernoctaciones,Europa,Ceuta,2021M04,2021,7193
Pernoctaciones,Europa,Ceuta,2021M03,2021,8151
Pernoctaciones,Europa,Ceuta,2021M02,2021,8655
Pernoctaciones,Europa,Ceuta,2021M01,2021,6589
Pernoctaciones,Europa,Ceuta,2020M12,2020,11711
Pernoctaciones,Europa,Ceuta,2020M11,2020,12345
Pernoctaciones,Europa,Ceuta,2020M10,2020,28037
Pernoctaciones,Europa,Ceuta,2020M09,2020,22854
Pernoctaciones,Europa,Ceuta,2020M08,2020,31927
Pernoctaciones,Europa,Ceuta,2020M07,2020,22779
Pernoctaciones,Europa,Ceuta,2020M06,2020,10528
Pernoctaciones,Europa,Ceuta,2020M05,2020,14326
Pernoctaciones,Europa,Ceuta,2020M04,2020,11356
Pernoctaciones,Europa,Ceuta,2020M03,2020,34474
Pernoctaciones,Europa,Ceuta,2020M02,2020,25329
Pernoctaciones,Europa,Ceuta,2020M01,2020,27064
Pernoctaciones,Europa,Ceuta,2019M12,2019,29754
Pernoctaciones,Europa,Ceuta,2019M11,2019,31751
Pernoctaciones,Europa,Ceuta,2019M10,2019,34258
Pernoctaciones,Europa,Ceuta,2019M09,2019,27761
Pernoctaciones,Europa,Ceuta,2019M08,2019,54941
Pernoctaciones,Europa,Ceuta,2019M07,2019,23466
Pernoctaciones,África,Andalucía,2022M09,2022,285396
Pernoctaciones,África,Andalucía,2022M08,2022,467768
Pernoctaciones,África,Andalucía,2022M07,2022,270388
Pernoctaciones,África,Andalucía,2022M06,2022,231654
Pernoctaciones,África,Andalucía,2022M05,2022,236390
Pernoctaciones,África,Andalucía,2022M04,2022,159312
Pernoctaciones,África,Andalucía,2022M03,2022,184144
Pernoctaciones,África,Andalucía,2022M02,2022,154404
Pernoctaciones,África,Andalucía,2022M01,2022,143780
Pernoctaciones,África,Andalucía,2021M12,2021,128525
Pernoctaciones,África,Andalucía,2021M11,2021,142132
Pernoctaciones,África,Andalucía,2021M10,2021,171111
Pernoctaciones,África,Andalucía,2021M09,2021,162942
Pernoctaciones,África,Andalucía,2021M08,2021,170331
Pernoctaciones,África,Andalucía,2021M07,2021,150586
Pernoctaciones,África,Andalucía,2021M06,2021,125653
Pernoctaciones,África,Andalucía,2021M05,2021,122778
Pernoctaciones,África,Andalucía,2021M04,2021,120696
Pernoctaciones,África,Andalucía,2021M03,2021,151235
Pernoctaciones,África,Andalucía,2021M02,2021,121524
Pernoctaciones,África,Andalucía,2021M01,2021,90066
Pernoctaciones,África,Andalucía,2020M12,2020,200852
Pernoctaciones,África,Andalucía,2020M11,2020,141005
Pernoctaciones,África,Andalucía,2020M10,2020,226470
Pernoctaciones,África,Andalucía,2020M09,2020,162602
Pernoctaciones,África,Andalucía,2020M08,2020,248575
Pernoctaciones,África,Andalucía,2020M07,2020,272339
Pernoctaciones,África,Andalucía,2020M06,2020,126692
Pernoctaciones,África,Andalucía,2020M05,2020,149343
Pernoctaciones,África,Andalucía,2020M04,2020,130003
Pernoctaciones,África,Andalucía,2020M03,2020,289095
Pernoctaciones,África,Andalucía,2020M02,2020,308223
Pernoctaciones,África,Andalucía,2020M01,2020,422161
Pernoctaciones,África,Andalucía,2019M12,2019,354143
Pernoctaciones,África,Andalucía,2019M11,2019,338422
Pernoctaciones,África,Andalucía,2019M10,2019,339182
Pernoctaciones,África,Andalucía,2019M09,2019,345551
Pernoctaciones,África,Andalucía,2019M08,2019,647795
Pernoctaciones,África,Andalucía,2019M07,2019,312552
Pernoctaciones,África,Aragón,2022M09,2022,16197
Pernoctaciones,África,Aragón,2022M08,2022,16417
Pernoctaciones,África,Aragón,2022M07,2022,12262
Pernoctaciones,África,Aragón,2022M06,2022,13014
Pernoctaciones,África,Aragón,2022M05,2022,13323
Pernoctaciones,África,Aragón,2022M04,2022,9208
Pernoctaciones,África,Aragón,2022M03,2022,11503
Pernoctaciones,África,Aragón,2022M02,2022,10096
Pernoctaciones,África,Aragón,2022M01,2022,9951
Pernoctaciones,África,Aragón,2021M12,2021,10399
Pernoctaciones,África,Aragón,2021M11,2021,10570
